c1,c2,c3
7322,-1373,2571
7506,-1733,902
6937,-1205,150
6478,-1133,615
6206,-1118,295
6781,-1209,338
7134,-1258,1399
7010,-2219,1589
5901,-1820,719
6048,-1451,1507
6941,-2642,1700
6485,-1698,-893
5841,-1022,57
6236,-1662,1154
6092,-1527,263
7403,-2869,1955
6650,-1628,748
4906,341,-64
5308,-1209,441
5131,-2638,-1268
4501,-1801,-1751
5966,-1934,348
5136,-796,1339
4734,-525,632
5187,-2731,1465
4809,-3079,54
3763,-1741,-1873
3807,-934,244
3426,-1147,1080
3204,-1518,609
4116,-2150,2286
3392,-1239,1468
2422,9,-251
3641,-1481,1851
4174,-2181,1305
5152,-1760,606
6336,-1579,1941
6537,-1414,2504
7004,-1719,1693
8349,-1992,242
9932,-2559,-410
9458,-2138,7
9016,-1166,1776
9636,-2380,2494
8788,-2691,-237
7975,-1823,-1547
7201,-768,-1345
6474,-1367,-1147
6054,-2420,-328
6171,-2795,690
6254,-2229,1472
6042,-2587,-316
3378,-1326,-1127
2674,-959,-477
1726,-1017,-187
2343,-2076,-689
2463,-2945,188
1630,-1758,1887
274,-27,2788
76,-739,725
947,-2489,-922
1632,-2520,1954
2467,-1722,3939
1966,-532,2710
4735,-1273,2234
6343,-1669,1462
5526,-843,68
6654,-1510,1488
8457,-1900,1151
9709,-1311,557
11354,-1135,1213
11170,-1009,2152
10340,-1313,2599
9496,-1593,1224
8515,-1409,-1137
6891,-1121,-731
5095,-810,553
5180,-1601,1080
5453,-2519,845
5374,-1834,639
4540,-1101,859
3372,-914,660
3584,-740,1291
4576,-1868,2895
4924,-2316,1437
4120,-1840,-478
4753,-1929,472
4949,-1001,1494
5533,-1566,1858
7138,-1954,1408
6720,-595,1315
6141,161,1463
5894,-646,-558
6633,-1682,-1587
7746,-1287,-307
7107,-181,1866
7367,-304,2759
6811,-1320,-267
5128,-1505,-2431
4647,-1684,-968
4517,-1990,1149
4223,-851,1687
3703,-773,2424
3492,-1727,312
2629,-2074,-507
3015,-1430,11
3090,-864,1157
3137,-837,1728
3160,-779,2133
2937,-1618,1534
2342,-1767,1017
2796,-1983,1781
4148,-2327,2931
4780,-1561,883
5264,-1240,-25
5608,-1392,1595
6320,-1529,1262
6702,-1224,1526
7765,-618,495
8079,-486,-440
7703,-305,-29
7800,-279,1289
6961,-488,372
6145,-452,-1343
5441,-581,-1081
4547,154,533
4302,-111,1017
4147,-980,2357
2503,-438,144
1559,-176,-49
303,-153,668
102,31,647
886,454,1522
2260,230,1400
2222,254,2047
2288,-200,2859
2684,-259,3350
3272,266,3221
3862,274,672
4335,-555,214
5826,-356,1300
7025,-63,2795
8916,-50,3457
9707,77,3414
9451,743,2861
9717,-939,2335
9532,-1219,1056
9314,295,-159
10020,-383,2389
9887,-728,3152
9380,-333,1889
9686,-1364,2000
9714,-1249,603
8315,351,-292
7519,6,1227
7681,-741,1574
6984,-253,1083
6604,-449,50
5965,-732,1370
5481,-305,1554
4437,-224,674
4475,-139,936
4470,-974,90
3047,-1410,-524
3445,-968,-380
4159,-697,2061
4520,-438,1202
4447,-1327,-553
4444,-1769,816
4535,-849,566
4481,-759,255
6093,-1754,-284
5457,-1548,83
5209,-897,1327
6142,-1600,854
6935,-1693,484
6012,-307,-212
5175,-509,-717
5780,-1534,113
5007,-1478,-966
4964,-2114,1890
5557,-2394,1080
4312,-2258,152
4129,-2692,1121
3743,-1869,621
4063,-1642,146
5170,-2599,40
4984,-2917,152
4769,-1856,1177
4964,-1624,2583
5836,-2975,976
5737,-2558,-1337
5229,-1086,356
6331,-994,1429
6433,-1359,629
7302,-1673,88
7530,-1698,491
7083,-1543,903
6667,-1244,683
6503,-843,237
6209,324,-71
6028,32,-567
5386,-592,1048
4601,-872,1174
4622,-476,2258
5175,-37,1447
5355,-698,658
4332,-1118,625
3866,-1806,109
4470,-1882,96
5064,-1671,1205
5707,-2181,2854
5756,-2529,3171
5729,-3174,863
5887,-2746,77
6194,-1975,-25
6090,-578,-294
6380,-715,569
6620,-1501,1075
6603,-907,797
7007,-831,706
6630,-362,1497
5517,49,1052
5104,-598,111
4468,-1361,-222
4168,-1785,-1448
3672,-1407,1048
3739,-1076,3165
3121,-896,3128
2615,-1141,936
2435,-1881,-900
2562,-1979,-854
3423,-1178,651
4440,-177,2701
5993,50,3412
6718,-1056,3763
6131,-1466,2877
5497,-1661,1211
5769,-1682,518
6106,-859,891
7337,-1665,2127
8543,-1962,2669
9282,-1795,3202
9077,-1095,3253
9856,-986,865
9663,-1070,-176
9400,-528,1420
9390,-382,1931
8391,-469,743
9642,-1852,-1050
8270,-1062,-688
6883,-152,636
6965,-1058,503
6653,-1635,228
5700,-1373,-1214
3989,-966,-771
4129,-1784,831
3190,-1270,-72
1827,-916,384
1558,-1816,398
264,-1782,-423
-863,-1653,-68
-68,-1776,2620
711,-1495,2219
897,-1394,496
813,-1932,2204
944,-2401,2258
1203,-1631,1985
3473,-1927,1837
5207,-2222,1433
5627,-1617,2510
6250,-1900,3017
6815,-1635,2294
8347,-1670,764
9224,-2321,614
9585,-1949,987
9974,-1812,1824
9791,-1517,2009
10773,-2270,-218
10363,-2441,-1474
8749,-1215,-295
8607,-568,1344
7308,-918,1562
7471,-2452,123
6370,-2250,-1018
5114,-1376,-208
4971,-996,366
4053,-705,-132
3861,-968,304
3818,-1469,2666
2519,-1215,2262
1394,-1193,1952
1217,-1581,1495
1590,-1547,-993
2325,-1766,-581
2000,-1983,3016
1848,-1868,3460
2895,-1640,1496
4667,-1611,2040
4696,-809,2687
4504,-1124,997
5205,-800,1049
6313,-542,2833
6857,-1063,2646
6613,-1742,2677
6501,-1863,3639
6768,-1275,1436
7299,-1049,-337
7982,-1393,681
7577,-1213,2769
7582,-1171,2291
7633,-1700,2485
7272,-1486,873
7141,-799,-1400
6910,-849,-713
7654,-692,-452
6832,-636,233
8246,-2069,651
7655,-1256,-319
6166,-55,315
6318,-1207,69
4948,-501,-1462
4383,-288,-1038
4120,-1366,873
3420,-1464,1848
3036,-890,2219
2570,-1412,2932
647,-1192,1297
320,-1605,909
516,-1285,1717
-278,-665,2744
628,-1230,3821
2139,-2003,1443
2390,-1846,1600
2742,-1225,4258
3133,-615,5163
4265,-1314,2176
5564,-2361,314
5546,-2224,1041
5263,-1285,1252
7491,-1208,615
9405,-1008,1104
8897,-714,1864
8122,-1375,1737
7977,-1719,291
7981,-1530,-918
7468,-947,197
6902,-824,1029
5900,-579,1215
6227,-1530,1991
5111,-928,2425
3834,-46,1207
3700,-776,299
3059,-684,365
3162,200,1024
4121,-192,2389
4769,-437,2637
3178,635,1600
3504,116,1476
3672,-727,-133
3934,-1041,-1061
4557,-34,1254
4865,959,2784
5108,-57,1906
5457,-1177,-891
4887,-851,-1811
4919,64,-193
5529,454,1622
5223,410,1934
5542,-148,1926
4713,-1053,1522
3203,-564,-722
2405,-525,-454
3170,384,2388
4091,584,2424
4187,-272,2192
4491,-1239,1982
3353,-636,1730
3530,-193,1430
3825,300,1215
4177,237,2320
4685,-398,1008
4065,-471,-459
5484,-605,865
5825,513,2058
5497,676,859
5500,-334,-536
4669,-105,60
5169,-184,1217
4747,204,1685
4351,366,641
3912,-25,1013
2952,186,1365
1893,155,-575
2729,-840,-151
3092,173,1235
3233,840,2817
3431,365,3468
3061,-115,1864
2645,79,1505
2978,123,2306
2239,807,2285
2277,1279,1340
3346,445,1060
3983,120,2453
4684,1076,2567
5666,1180,3411
5895,1037,3358
5301,1788,1258
5501,1223,631
6504,134,-27
5324,1755,908
5944,1377,3472
7370,63,4398
6753,644,1839
6105,887,1120
6052,1020,311
5508,1329,-1464
5519,1012,664
6433,847,3867
6427,953,3423
5482,1331,1675
4513,352,-12
3182,407,-1808
2909,1744,-255
4200,1022,2024
3782,1225,2641
2359,1203,229
1583,1071,171
1757,1088,320
2052,1347,288
2043,1554,2200
1809,796,2199
1649,1622,1847
1515,1998,604
2215,452,-669
2169,515,1604
1619,1314,3248
2046,1745,3777
3258,734,1621
2895,627,189
2934,787,1160
3659,1172,1508
4668,1263,2079
6293,1001,1040
5776,783,1862
5250,726,1966
6148,471,1596
6593,816,1392
7012,799,534
5951,176,1714
4568,590,1824
4719,591,895
4674,1168,851
4516,1151,223
3440,820,1371
3498,932,2490
3626,978,1819
3687,856,2568
3456,1137,1350
2545,1359,707
3448,936,942
3777,737,1895
4985,-619,988
5064,375,-406
4271,1888,1875
4038,2393,3566
4010,930,2293
4119,373,407
4546,101,-1730
2962,362,-849
4087,-205,2154
4722,533,3406
3858,1483,2046
3630,87,2507
3301,-562,157
2177,514,-1585
2835,1026,813
3302,775,1095
3052,771,1105
3526,-413,2599
3814,-428,1787
2670,1393,2084
2583,1362,2913
1510,1427,726
2531,-963,450
3782,-366,223
3778,1927,1573
4510,2005,3024
4521,1185,2480
4662,12,2101
4025,-114,1510
3877,544,122
3794,835,-28
4432,323,604
3822,1235,1271
4593,1238,1950
5083,691,3047
3138,945,1400
2306,86,1326
2728,-346,609
2634,803,-766
1551,1697,1413
3351,927,2040
3584,618,2159
4041,278,2037
2109,852,1573
2806,208,249
2698,396,-151
3684,131,1116
3513,245,2977
4109,1634,3229
4534,934,3036
4389,154,176
2924,497,-893
3424,892,-394
5021,1332,1962
5858,900,2038
4518,416,284
2559,368,877
2315,563,1849
2610,429,1045
3570,385,658
2669,1974,1304
2818,986,3971
3004,106,2267
2813,805,2304
3212,1493,3586
1747,2103,2640
3359,579,473
4903,614,-337
6382,943,597
5930,1624,1779
6566,1865,3301
6850,1968,4542
6571,1988,3703
6629,1832,2086
5206,1898,-572
3692,1595,-945
4378,754,858
5001,1799,2892
5256,2530,5379
4822,2000,4733
3099,1927,1042
2437,755,-935
3250,743,-1230
2266,2834,607
2790,2544,2809
3244,1777,3115
2391,1980,214
2357,2035,1932
1603,1756,2055
69,1817,142
1365,1502,1395
2295,1626,1354
1933,1663,1738
4054,921,2667
2827,1554,2657
3786,1259,2779
4838,2180,1500
5479,3109,1022
5375,1944,1301
4351,822,315
4516,1481,1122
5700,2602,2079
5815,3084,3487
4414,2104,2984
3795,1088,800
4463,1581,-767
3897,3652,-86
4396,3591,3643
3865,3443,2704
4400,2103,1806
4843,1997,2153
3941,4224,1578
5137,3703,1079
4959,2226,829
3687,2054,1766
3628,2356,3766
4016,2156,2136
4696,2486,-754
4276,2431,-841
2720,2673,1650
3337,2755,2706
3670,3194,1686
4063,3148,1799
2642,2718,2388
907,3036,958
3298,2790,-117
4761,3022,1485
3302,4279,2705
3968,3408,2997
5753,1478,2128
4501,2506,2974
4348,2680,2207
4400,3268,-1120
4805,3161,613
5329,2100,1398
4170,2865,1544
5866,2299,3054
4769,3660,3217
2854,4070,1833
3282,2477,593
2375,2545,1478
2786,2364,1107
3379,1873,1513
3258,3336,3439
4286,4039,3579
6165,1716,2073
4165,1449,885
3309,2177,2229
5458,3028,1283
6094,4160,437
4999,3603,2561
4980,1745,2980
4795,983,1228
3534,1473,778
2063,2532,2474
979,3551,2127
1551,3030,2064
2269,2020,3146
1724,1717,2983
810,2127,2611
1084,1971,2920
479,3676,3051
987,4233,4998
2827,2638,3775
2931,2357,1240
3106,2510,2344
4132,1783,5268
4586,3605,4012
5517,4236,4561
7348,2811,6703
5922,2941,2794
5212,2711,917
7003,2637,3713
5726,4423,3784
5398,4786,3420
6960,3373,4218
5590,3311,2931
4104,3742,2325
4501,2995,2069
4350,2885,1062
3056,2735,1779
2488,2739,4076
1851,3117,2915
1224,2782,1310
967,2293,3066
-281,3670,2844
-323,3297,2350
20,2251,2946
-627,3822,2405
-118,3969,3238
269,3310,3972
66,4194,3682
1125,3758,4439
965,3917,4068
776,3869,4051
2444,2852,2545
3113,3530,1585
2580,4010,3298
3457,2948,4640
3954,3410,4285
4599,4516,4793
4988,4616,4582
3982,3854,3795
3143,3152,2012
3053,3370,2627
3378,3548,4645
3405,3905,4504
3921,4260,4958
4487,3610,5644
3980,4060,4349
3654,4162,4126
4310,3393,3906
5104,3069,5012
5148,3527,4887
5704,2864,3889
5436,3327,3465
5036,3457,3085
5990,2046,3426
4949,2448,3827
3162,3130,5401
2751,3308,5029
3193,3095,3185
2850,2716,2670
2004,2750,2842
1616,3291,3533
3032,3241,3624
2687,2959,4200
2742,2069,5242
2072,2155,4537
2202,2840,3160
3396,1762,2737
4181,1956,1684
3458,2879,2076
3884,1871,2399
4344,1629,1915
3412,2548,3028
3216,2121,5135
3029,1994,3795
1812,1955,671
1311,1500,200
469,2165,1567
375,3068,3324
1405,2775,4356
1366,1743,5508
543,1784,4252
-174,2693,1543
119,1990,1561
676,1658,2271
1934,1539,3619
3616,1100,5927
4112,2144,6549
3842,2596,5247
3498,1144,4169
4049,912,2217
4092,1648,1153
4512,1677,2599
4768,1634,3876
5340,1337,4693
4895,961,5628
4537,1465,4260
3790,1579,2304
3604,1367,1651
2406,2192,2888
2394,1819,4586
3363,1458,5459
3715,1226,4944
2302,1720,3295
1558,1830,2015
1976,1550,3219
2174,1629,3950
2940,1888,4127
3115,2207,4212
2748,1204,3986
3121,1094,1827
2626,2309,1955
3149,1854,4552
3478,1877,4073
3111,1920,3553
3167,1480,3330
2409,1391,1805
1992,1367,1843
3044,1016,4029
3810,1297,3787
3902,1456,3457
3206,1436,3251
2419,866,3294
2244,558,3349
2471,827,2792
3542,357,3392
2131,811,3239
2324,451,2417
3092,130,2496
3504,244,4208
3222,-127,4369
2528,-178,3068
2828,155,2420
3214,724,2501
2318,673,3523
1886,-370,3458
2410,-497,2911
3059,-325,3436
1818,239,3559
1779,570,2728
2275,92,3529
2736,-585,3796
3338,-237,3051
3084,221,3103
2790,301,3262
3486,404,3057
3763,-234,3947
3607,-354,3997
3510,852,2554
3745,829,3515
4296,250,3578
3962,536,2413
3798,27,3785
3853,-71,3663
3602,580,2282
3932,267,3543
3347,165,3675
3229,-145,1952
3075,-763,2685
3387,20,3686
2907,517,4192
2032,-135,4344
2436,-945,2506
2581,-679,1146
1881,-236,2669
1792,231,4552
2784,-213,4326
2550,-858,3520
1717,-656,2554
2148,50,2237
2746,-38,3384
2175,-150,3673
3045,-460,2873
3594,168,3360
2729,836,4261
2460,627,2382
2585,-669,2176
2772,-523,3633
3093,365,2505
2954,398,2130
2676,-152,2934
2738,-382,2323
3137,-484,3277
3323,-876,3529
2871,-187,2480
3138,-616,2375
3206,-927,2089
2718,-491,1368
3589,-1125,2090
3563,-1033,3515
3721,-551,3817
4620,-1251,3143
4000,-1190,2017
2894,-931,833
3306,-1428,797
3490,-1348,1342
4019,-1431,2958
4866,-1854,3654
4426,-1514,2247
3342,-962,940
3254,-1648,1148
3177,-2425,2256
2786,-2504,1819
2744,-2595,3079
2077,-1823,3619
1236,-1532,1531
2294,-2824,1825
3235,-3091,3001
2861,-1612,3254
3521,-1332,3348
3616,-1254,2464
3944,-1677,1996
4676,-1808,2321
5148,-1295,3669
5182,-1243,4251
5101,-2404,2528
5178,-2742,1722
5391,-2352,2419
5523,-2039,2151
5559,-2055,1693
5508,-2638,2336
5665,-2468,3356
5657,-2105,2831
4813,-2190,2483
4439,-2274,2219
4921,-2300,1681
4248,-2013,1474
4500,-2038,2265
5360,-2251,3889
5509,-2444,3986
5305,-2531,3217
5350,-2336,1894
4420,-1985,1159
4405,-2527,1837
5692,-3285,2608
5950,-2448,3062
5464,-1977,3228
5522,-2091,2262
5722,-2402,1243
5617,-2819,1472
5629,-2596,1144
6523,-2076,439
5960,-925,1870
6299,-1286,3149
6494,-2050,1616
6350,-2529,776
5207,-2051,1786
4593,-2418,1183
4374,-2742,1085
4385,-2775,2216
4166,-2840,2212
3868,-2580,2860
4005,-3205,2706
3987,-3513,321
5072,-3450,734
5250,-2942,2812
4914,-2606,2009
5541,-3245,1523
6321,-3517,2652
5321,-3102,2267
5415,-2544,873
5929,-2204,967
5660,-2288,1272
5977,-2957,1421
6214,-3204,1813
5748,-2596,2153
5178,-2329,1550
5073,-2137,868
5124,-2375,1757
4428,-2826,2367
3645,-2965,1108
3792,-3329,663
3465,-2824,1599
3472,-2517,1912
4006,-3260,1580
4713,-3542,1943
4946,-3288,2815
5439,-3081,2983
5577,-2776,2125
5365,-2349,1801
4741,-2408,673
5301,-2777,409
6147,-2553,2367
6012,-2345,3508
5820,-2153,2278
5849,-2060,1257
5660,-1881,1335
5308,-1800,1641
6215,-2271,2536
6667,-2408,2787
5763,-2290,2320
5944,-2410,2132
5577,-1957,2039
4816,-1872,1628
5294,-2572,2480
5442,-2855,2035
4609,-2680,2010
4192,-2865,3628
4324,-2917,2701
4306,-2617,1468
4697,-2598,2576
4452,-2160,2701
5003,-2232,1454
6094,-2439,1829
6411,-2331,2371
6416,-2165,1338
6465,-2054,833
6864,-1877,1649
6434,-1583,1628
6155,-1974,1475
5893,-2602,1786
4911,-2014,835
4382,-1788,1502
4164,-1840,2389
3982,-2307,1456
3830,-2870,1745
3685,-2398,2670
3429,-1728,2461
3528,-1933,2785
3496,-2268,3413
3346,-2653,2758
3377,-2868,2614
4245,-2650,3388
5012,-2753,3506
5961,-2847,2754
7436,-2796,3177
8373,-2766,2798
8591,-2457,1918
8644,-2189,1138
8731,-2184,1008
8247,-2032,845
8065,-2228,927
7741,-1637,1285
6474,-817,1358
5006,-1096,1373
4331,-1658,1046
3881,-1783,280
3107,-1544,760
2831,-1361,1382
3122,-1229,1759
3763,-1422,1743
3759,-1313,1832
3254,-1144,1577
3550,-1410,1568
3371,-1388,2270
3338,-1205,2675
3145,-1490,2903
3515,-2197,2477
3874,-2165,1595
4676,-2005,2304
5470,-1893,2956
5747,-1859,2332
5854,-2052,2178
6026,-2182,2393
6033,-2292,2086
6513,-2564,1432
6944,-2507,1217
6882,-2141,1540
7010,-2061,1489
7127,-1817,806
7002,-1715,782
6148,-1033,783
5542,-1076,1922
4805,-1209,1868
4500,-1042,119
4635,-1126,-285
5202,-730,-599
5220,16,-325
6008,-588,784
5798,-1870,1698
5298,-2835,1039
4901,-3142,888
3956,-2857,1219
2908,-2848,1716
3004,-3723,2477
3905,-4659,2460
3796,-4087,3413
3597,-2612,4282
4169,-1652,4347
4816,-1089,3596
5730,-1259,3581
7045,-1662,4379
7495,-1485,4948
7323,-768,5033
7657,-522,4660
8349,-714,3056
9453,-1649,1757
10112,-1385,1312
10715,-179,1629
12146,56,1522
13180,-304,212
13463,-905,-544
13133,-1129,-759
12054,-467,-1039
10704,24,-837
9184,-361,-547
7628,-1050,-903
6654,-1997,-1141
5587,-2516,-938
4261,-1744,-514
3166,-987,411
2763,-1603,688
2518,-2492,-53
2378,-2686,197
2554,-2579,1511
2516,-2364,1911
2245,-2309,1436
2273,-2513,1882
2437,-2439,2356
2745,-2333,2185
2921,-2397,1823
3666,-2269,1765
4403,-1912,2261
5924,-1883,2397
7345,-1598,2453
8967,-1557,2568
10372,-1912,2691
11732,-2390,1693
12793,-2623,816
13121,-2156,110
12931,-1329,-603
13069,-893,-1258
13176,-837,-1695
12152,-560,-1655
10204,-390,-943
8265,-485,-539
6243,-704,-721
4162,-1178,-967
2296,-1330,-1226
758,-1425,-1069
-828,-1736,-857
-1912,-2002,-872
-2698,-2333,-792
-3112,-2658,-565
-3127,-3064,-622
-2460,-3400,-926
-1150,-3486,-1023
518,-3768,-297
1042,-3705,390
2023,-3889,591
3625,-4283,1055
4270,-4038,1836
4544,-3693,2589
5291,-4029,3492
6097,-4562,3583
6789,-4896,2884
7724,-5308,2822
8868,-4992,3003
9134,-3827,3622
9258,-3188,4332
9213,-3095,4527
8598,-3305,4079
8127,-3287,2979
8072,-3007,2292
8603,-2206,1577
9593,-1142,720
10858,-683,482
11694,-869,625
12345,-1175,526
12148,-1297,21
11148,-1095,-299
9463,-675,-297
8764,-1158,-694
8102,-2285,-965
7148,-2810,-1289
5896,-2469,-549
4831,-2283,539
3880,-2395,125
3527,-2961,-636
3397,-3516,-666
2628,-3295,-641
2268,-2977,-443
2350,-2923,264
1861,-2973,649
1641,-3151,367
2232,-2909,-261
2408,-2152,-333
2763,-1796,-51
2951,-2092,627
2872,-2820,1046
2158,-3183,1121
1793,-3137,1345
1834,-2979,1788
1843,-2906,2117
1745,-2791,2708
1924,-2614,3310
2763,-2248,3656
4220,-1928,4265
5687,-1759,4584
6673,-1457,4538
7603,-1188,4319
8299,-1157,4237
8657,-1369,3966
8584,-1635,3358
8467,-1859,2801
8653,-1964,2333
9303,-1893,1718
10133,-1768,1315
10366,-1685,1427
10049,-2034,1259
9822,-2170,497
9498,-1949,-54
8512,-1409,-119
7007,-1119,-12
5871,-1553,-187
5297,-2113,-877
4380,-2165,-1112
3221,-1738,-413
1898,-1190,435
849,-1341,770
596,-2190,609
638,-2633,594
563,-2586,1285
520,-2161,2008
1211,-2116,1636
2557,-2349,708
3397,-2264,845
4390,-2603,1661
5706,-2998,1775
6694,-2624,2329
7550,-2058,3836
8119,-1213,4674
8170,-286,4754
8738,245,4347
9418,648,4008
9625,1278,3485
9495,1078,3932
9754,299,3712
10279,20,2477
10349,87,2997
10526,2,3818
10931,-152,2943
11504,-182,1750
11676,223,892
10897,222,608
9555,-655,299
8641,-1757,-142
7935,-1926,-920
6744,-1645,-603
5324,-1631,284
4028,-1997,220
2889,-2654,-465
2118,-3444,-454
1170,-3517,-646
201,-3211,-949
-130,-3289,-268
-271,-3214,71
-95,-3511,196
250,-3553,-62
871,-3511,22
1479,-3310,-54
2150,-3021,-695
2737,-3397,-463
2971,-4155,-16
2998,-4685,-158
3401,-4992,-121
3597,-4657,89
3287,-3791,-92
3777,-3521,-714
5119,-3512,-557
6175,-2940,235
5958,-1692,1573
5166,-631,3354
4542,-138,4669
4370,-211,4407
4560,-810,2952
5183,-862,1750
6090,283,1578
8218,1274,2206
10727,1195,3379
11982,956,4752
12274,667,5558
13093,-178,4689
14049,-733,2146
14684,-224,-466
15554,256,-1645
16131,739,-1012
16278,975,-116
15529,654,213
13924,-421,-34
11456,-1457,-532
8787,-2167,-660
6690,-2790,-1242
4723,-3203,-1614
2183,-3210,-1401
82,-3528,-945
-851,-4265,-659
-1101,-4910,-466
-1817,-5109,466
-2546,-4628,1320
-2222,-4361,981
-678,-4138,-211
1016,-3217,-1181
2188,-2202,-911
4143,-1584,-1331
6602,-1637,-2087
9074,-1671,-2961
10062,-1350,-2051
9064,-685,-267
7784,-623,501
7304,-1625,-218
5832,-2020,-1244
4002,-1787,-1434
3103,-2248,-1238
3131,-2835,-1161
4059,-2902,-828
4535,-2588,1113
3969,-2111,2654
4413,-2339,1702
6003,-2846,-703
6765,-2279,-2250
6989,-1302,-1980
8191,-1160,-1651
10008,-1894,-1584
11126,-2584,-1200
10261,-2815,-149
8558,-3197,157
7841,-3765,-621
6971,-3436,-1590
5415,-2469,-1581
4670,-1771,-805
4581,-1551,-285
4878,-1686,-753
5637,-1937,-1052
5284,-1376,-272
4589,-571,-45
5179,-422,-1168
5507,-234,-1776
5029,253,-1621
4740,323,-1630
5214,-405,-1649
5391,-629,-1019
5148,-303,-452
4237,-363,611
3030,-949,1510
2477,-1603,781
2185,-1922,268
2236,-1546,319
2971,-759,-157
4990,-526,-538
7660,-648,-254
9790,-421,-57
10247,-168,952
9966,-434,2381
10098,-959,1623
10015,-1331,-461
9297,-1122,-1611
8767,-901,-1868
8587,-1133,-1692
8704,-1676,-1372
8871,-2203,-943
8080,-2337,-67
6335,-2166,336
5170,-2635,5
4451,-3058,-774
3318,-2991,-1257
2273,-2715,-1001
2187,-2547,-800
2563,-2266,-1118
3362,-2174,-894
3564,-2012,725
3109,-1638,1788
3465,-1638,1033
3886,-1688,-411
4103,-953,-1614
4419,-34,-1409
5152,222,-727
6054,-71,-1037
7200,-525,-1226
7206,-460,-86
6101,-147,969
5619,-596,879
5258,-1284,-55
4263,-1143,-715
3589,-705,-608
4013,-365,-780
4764,-118,-1142
5892,-432,-875
6382,-542,-23
6005,-230,778
5772,-320,1428
5653,-553,910
5107,-595,-237
4831,-735,-726
5220,-762,-915
5993,-536,-825
7277,-386,-464
7179,-132,904
5673,-131,2307
5078,-954,1802
5200,-1853,-209
4993,-1623,-2115
4501,-919,-2401
4598,-470,-1400
5409,-341,-729
6766,-883,254
6913,-1229,1861
5308,-916,2948
4432,-860,2574
4291,-981,1017
3670,-692,-413
3243,-380,-901
3989,-345,-919
5615,-252,-519
7419,137,282
8318,501,1364
7884,632,2195
7259,347,2136
6813,-140,1123
5884,-191,-142
4871,-38,-597
4707,-236,-581
5366,-594,-584
6315,-696,-480
6541,-358,494
5987,45,1937
5561,-64,2888
5706,-869,2098
5434,-1413,-123
4445,-852,-1314
4337,-229,-900
5067,-127,-548
6111,-774,-493
6370,-1485,20
5714,-1094,412
5651,-292,201
5508,-170,-53
4416,-472,-359
3370,-827,-518
3141,-952,-506
2917,-493,-354
2899,-291,-269
2282,-560,113
1266,-920,979
1455,-1355,1331
2366,-1317,993
2368,-450,820
2094,75,1336
2803,-258,1776
4273,-790,1616
5856,-835,1352
6093,-133,1525
6298,423,2159
7407,493,1932
8717,154,815
9494,9,0
9910,213,-110
10056,631,-477
10750,680,-1084
10658,746,-796
9004,778,639
7522,387,926
7034,-57,-449
5978,90,-1408
4661,253,-751
3999,-97,40
4255,-840,167
4734,-1208,-84
4007,-977,774
2455,-735,1686
2160,-1152,824
3162,-1609,-548
3568,-1346,-1367
3921,-815,-1244
5189,-470,-432
6861,-138,-765
7453,1,-201
6510,-63,1344
6099,-481,622
6444,-839,-1125
6193,-680,-1801
5806,-519,-2013
5994,-621,-1365
6676,-804,-237
7050,-900,95
5996,-1071,568
4578,-1400,821
4093,-1629,-429
4321,-1756,-1375
4001,-1504,-981
3753,-1283,-29
4632,-1579,429
6085,-1975,26
5863,-1895,350
4736,-1819,955
4850,-2249,39
5409,-2506,-1304
5692,-2217,-1526
